#Parameters = {Gndy=18; Inset=2; L=4; L1=21.5; L2=11; L3=9; y_p=2; Mesh Pass=6}
#"Frequency / GHz"	"S1,1 (18) [Magnitude]"
#-----------------------------------------
2.0920000076294	-0.94059667440110
2.0980000495911	-0.98889787263102
2.1040000915527	-1.0414263412111
2.1099998950958	-1.0976329027405
2.1159999370575	-1.1568776859154
2.1219999790192	-1.2184406385433
2.1280000209808	-1.2815475730294
2.1340000629425	-1.3454013316185
2.1400001049042	-1.4092073219287
2.1459999084473	-1.4722129482639
2.1519999504089	-1.5337482562970
2.1579999923706	-1.5932541685099
2.1640000343323	-1.6503255787195
2.1700000762939	-1.7047411977596
2.1760001182556	-1.7564890203566
2.1819999217987	-1.8057845933134
2.1879999637604	-1.8530806938036
2.1940000057220	-1.8990707050139
2.2000000476837	-1.9446792921676
2.2060000896454	-1.9910498135976
2.2119998931885	-2.0395246874845
2.2179999351501	-2.0916234673687
2.2239999771118	-2.1490179951763
2.2300000190735	-2.2135152210153
2.2360000610352	-2.2870293449448
2.2420001029968	-2.3715741537877
2.2479999065399	-2.4692492671639
2.2539999485016	-2.5822409052400
2.2599999904633	-2.7128205615213
2.2660000324249	-2.8633599150881
2.2720000743866	-3.0363509380092
2.2780001163483	-3.2344377856575
2.2839999198914	-3.4604566683436
2.2899999618530	-3.7174874381836
2.2960000038147	-4.0089393162537
2.3020000457764	-4.3386352235935
2.3080000877380	-4.7109446457457
2.3139998912811	-5.1309604753742
2.3199999332428	-5.6047192283733
2.3259999752045	-6.1395389227165
2.3320000171661	-6.7444716442157
2.3380000591278	-7.4309732224339
2.3440001010895	-8.2139141748505
2.3499999046326	-9.1131526793771
2.3559999465942	-10.156088480246
2.3619999885559	-11.382036340617
2.3680000305176	-12.850145001958
2.3740000724792	-14.654725260878
2.3800001144409	-16.956840833642
2.3859999179840	-20.047602275221
2.3919999599457	-24.343847414689
2.3980000019073	-27.758119891871
2.4040000438690	-23.995830357742
2.4100000858307	-19.729269712017
2.4159998893738	-16.650623902034
2.4219999313354	-14.337103904166
2.4279999732971	-12.507919977844
2.4340000152588	-11.007469566969
2.4400000572205	-9.7442323416061
2.4460000991821	-8.6605890934534
2.4519999027252	-7.7181301204437
2.4579999446869	-6.8900447697389
2.4639999866486	-6.1568962159112
2.4700000286102	-5.5041426574511
2.4760000705719	-4.9206143320790
2.4820001125336	-4.3975320325733
2.4879999160767	-3.9278467783443
2.4939999580383	-3.5058019530769
2.5000000000000	-3.1266035692167
2.5060000419617	-2.7862015259651
2.5120000839233	-2.4811125302790
2.5179998874664	-2.2082986692856
2.5239999294281	-1.9650680970040
2.5299999713898	-1.7490010964049
2.5360000133514	-1.5578887822652
2.5420000553131	-1.3896937764937
2.5480000972748	-1.2425082622476
2.5539999008179	-1.1145306130119
2.5599999427795	-1.0040377176511
2.5659999847412	-0.90937664368612
2.5720000267029	-0.82894845470948
2.5780000686646	-0.76120306609520
2.5840001106262	-0.70463441333577
2.5899999141693	-0.65778282020626
2.5959999561310	-0.61923770704651
2.6019999980927	-0.58764105418673
2.6080000400543	-0.56170189775036
2.6140000820160	-0.54019939981342
2.6199998855591	-0.52200302843922
2.6259999275208	-0.50607640348813
2.6319999694824	-0.49149345580675
2.6380000114441	-0.47745137005549
2.6440000534058	-0.46327627600278
2.6500000953674	-0.44843116482632
2.6559998989105	-0.43251689375657
2.6619999408722	-0.41527375034957
2.6679999828339	-0.39657564701380
2.6740000247955	-0.37642120409710
2.6800000667572	-0.35492142654035
2.6860001087189	-0.33228509436136
2.6919999122620	-0.30880026876562
2.6979999542236	-0.28481659492817
2.7039999961853	-0.26072354915298
2.7100000381470	-0.23693376123280
2.7160000801086	-0.21386246513418
2.7219998836517	-0.19191251510898
2.7279999256134	-0.17145681173326
2.7339999675751	-0.15282878403285
2.7400000095367	-0.13631124439574
2.7460000514984	-0.12212776634844
2.7520000934601	-0.11043894259802
2.7579998970032	-0.10133966593632
2.7639999389648	-0.094855842101619
2.7699999809265	-0.090950250177406
2.7760000228882	-0.089522648990376
2.7820000648499	-0.090412247019070
2.7880001068115	-0.093409862222537
2.7939999103546	-0.098260904492886
2.7999999523163	-0.10467328416184
2.8059999942780	-0.11232931914562
2.8120000362396	-0.12089368589151
2.8180000782013	-0.13002532545800
2.8239998817444	-0.13938232450479
2.8299999237061	-0.14864059719213
2.8359999656677	-0.15749495948262
2.8420000076294	-0.16567398612970
2.8480000495911	-0.17294536345958
2.8540000915527	-0.17911915017351
2.8599998950958	-0.18405994738260
2.8659999370575	-0.18768261859678
2.8719999790192	-0.18995752212065
2.8780000209808	-0.19090791235128
2.8840000629425	-0.19060775343430
2.8900001049042	-0.18917327560641
2.8959999084473	-0.18676694674926
2.9019999504089	-0.18357870143789
2.9079999923706	-0.17982491303039
2.9140000343323	-0.17573612894172
2.9200000762939	-0.17155210042582
2.9260001182556	-0.16751114232560
2.9319999217987	-0.16383821031398
2.9379999637604	-0.16074449442962
2.9440000057220	-0.15841703317203
2.9500000476837	-0.15701431980382
2.9560000896454	-0.15666346514660
2.9619998931885	-0.15745262179955
2.9679999351501	-0.15943604077157
2.9739999771118	-0.16262894631770
2.9800000190735	-0.16701082042696
2.9860000610352	-0.17252541088635
2.9920001029968	-0.17908475939379
2.9979999065399	-0.18657326419137
3.0039999485016	-0.19484962765421
3.0099999904633	-0.20375410050870
3.0160000324249	-0.21311525343407
3.0220000743866	-0.22275088699720
3.0280001163483	-0.23247974911921
3.0339999198914	-0.24212226032945
3.0399999618530	-0.25151036065148
3.0460000038147	-0.26049068525170
3.0520000457764	-0.26892784900099
3.0580000877380	-0.27671276328794
3.0639998912811	-0.28376183961862
3.0699999332428	-0.29002084014791
3.0759999752045	-0.29546631778203
3.0820000171661	-0.30010292502854
3.0880000591278	-0.30396696932664
3.0940001010895	-0.30712162740129
3.0999999046326	-0.30965469785624
3.1059999465942	-0.31167195874711
3.1119999885559	-0.31329672000242
3.1180000305176	-0.31466583146209
3.1240000724792	-0.31592026453864
3.1300001144409	-0.31720106642710
3.1359999179840	-0.31864862235320
3.1419999599457	-0.32039582689021
3.1480000019073	-0.32255942202708
3.1540000438690	-0.32524385289218
3.1600000858307	-0.32853424621654
3.1659998893738	-0.33249329171681
3.1719999313354	-0.33716426243681
3.1779999732971	-0.34256360754189
3.1840000152588	-0.34868882666528
3.1900000572205	-0.35551462250106
3.1960000991821	-0.36299247440364
3.2019999027252	-0.37105707696228
3.2079999446869	-0.37962692568918
3.2139999866486	-0.38860714429167
3.2200000286102	-0.39789249865875
3.2260000705719	-0.40737205396027
3.2320001125336	-0.41693246424999
3.2379999160767	-0.42645972191576
3.2439999580383	-0.43584730596166
3.2500000000000	-0.44499489412415
3.2560000419617	-0.45381427380808
3.2620000839233	-0.46223158501390
3.2679998874664	-0.47018867184336
3.2739999294281	-0.47764534115135
3.2799999713898	-0.48458207308148
3.2860000133514	-0.49099553550362
3.2920000553131	-0.49690456559934
3.2980000972748	-0.50234380107560
3.3039999008179	-0.50736562007943
3.3099999427795	-0.51203349608661
3.3159999847412	-0.51642803891458
3.3220000267029	-0.52063407767520
3.3280000686646	-0.52474199377544
3.3340001106262	-0.52884801264505
3.3399999141693	-0.53304398288739
3.3459999561310	-0.53742016961390
3.3519999980927	-0.54205950820025
3.3580000400543	-0.54703462517468
3.3640000820160	-0.55240921117240
3.3699998855591	-0.55823082921047
3.3759999275208	-0.56453547303255
3.3819999694824	-0.57134225645771
3.3880000114441	-0.57865398983276
3.3940000534058	-0.58646333465292
3.4000000953674	-0.59474327131309
3.4059998989105	-0.60345475923249
3.4119999408722	-0.61254854773981
3.4179999828339	-0.62196367806421
3.4240000247955	-0.63163200741309
3.4300000667572	-0.64148061110638
3.4360001087189	-0.65143107989853
3.4419999122620	-0.66140714685057
3.4479999542236	-0.67133320804917
3.4539999961853	-0.68113712922233
3.4600000381470	-0.69075474571343
3.4660000801086	-0.70013023954481
3.4719998836517	-0.70921911834557
3.4779999256134	-0.71798602154990
3.4839999675751	-0.72641092780346
3.4900000095367	-0.73448489942965
3.4960000514984	-0.74221322443039
3.5020000934601	-0.74961499041540
3.5079998970032	-0.75671948845241
3.5139999389648	-0.76356681936852
3.5199999809265	-0.77020650061367
3.5260000228882	-0.77669633195882
3.5320000648499	-0.78309717141651
3.5380001068115	-0.78947526825170
3.5439999103546	-0.79589555695053
3.5499999523163	-0.80242328318110
3.5559999942780	-0.80911972067124
3.5620000362396	-0.81603939886697
3.5680000782013	-0.82323055429439
3.5739998817444	-0.83073589338466
3.5799999237061	-0.83858284065073
3.5859999656677	-0.84679195223811
3.5920000076294	-0.85537232758234
3.5980000495911	-0.86432198521348
3.6040000915527	-0.87362773495674
3.6099998950958	-0.88326607004140
3.6159999370575	-0.89320456912848
3.6219999790192	-0.90340160742280
3.6280000209808	-0.91381144352098
3.6340000629425	-0.92437794316799
3.6400001049042	-0.93504679830107
3.6459999084473	-0.94575760779976
3.6519999504089	-0.95645344801501
3.6579999923706	-0.96707748597448
3.6640000343323	-0.97757684280798
3.6700000762939	-0.98790524358694
3.6760001182556	-0.99802089873008
3.6819999217987	-1.0078933662897
3.6879999637604	-1.0174987614089
3.6940000057220	-1.0268235776328
3.7000000476837	-1.0358650723989
3.7060000896454	-1.0446284870554
3.7119998931885	-1.0531316005749
3.7179999351501	-1.0613975338597
3.7239999771118	-1.0694608419008
3.7300000190735	-1.0773608801388
3.7360000610352	-1.0851416988759
3.7420001029968	-1.0928520997002
3.7479999065399	-1.1005441839323
3.7539999485016	-1.1082647453738
3.7599999904633	-1.1160677830497
3.7660000324249	-1.1239982331307
3.7720000743866	-1.1320970196682
3.7780001163483	-1.1404031003009
3.7839999198914	-1.1489432416385
3.7899999618530	-1.1577411886582
3.7960000038147	-1.1668081404804
3.8020000457764	-1.1761528997895
3.8080000877380	-1.1857666925588
3.8139998912811	-1.1956396948384
3.8199999332428	-1.2057495283923
3.8259999752045	-1.2160693201873
3.8320000171661	-1.2265637627110
3.8380000591278	-1.2371929877146
3.8440001010895	-1.2479107773786
3.8499999046326	-1.2586723855338
3.8559999465942	-1.2694288781227
3.8619999885559	-1.2801312315132
3.8680000305176	-1.2907358675536
3.8740000724792	-1.3011982269166
3.8800001144409	-1.3114811404941
3.8859999179840	-1.3215526488722
3.8919999599457	-1.3313864208455
3.8980000019073	-1.3409664333662
3.9040000438690	-1.3502828768310
3.9100000858307	-1.3593331810884
3.9159998893738	-1.3681260667808
3.9219999313354	-1.3766760323730
3.9279999732971	-1.3850058094057
3.9340000152588	-1.3931441322796
3.9400000572205	-1.4011243713498
3.9460000991821	-1.4089865377927
3.9519999027252	-1.4167713022386
3.9579999446869	-1.4245219496152
3.9639999866486	-1.4322814048828
3.9700000286102	-1.4400902721487
3.9760000705719	-1.4479896781903
3.9820001125336	-1.4560108627522
3.9879999160767	-1.4641860449605
3.9939999580383	-1.4725360149085
4.0000000000000	-1.4810788577114
4.0060000419617	-1.4898236965445
4.0120000839233	-1.4987701952019
4.0180001258850	-1.5079125983726
4.0240001678467	-1.5172363730239
4.0300002098083	-1.5267199222683
4.0359997749329	-1.5363349882578
4.0419998168945	-1.5460493086327
4.0479998588562	-1.5558225479337
4.0539999008179	-1.5656122065132
4.0599999427795	-1.5753776770903
4.0659999847412	-1.5850706168734
4.0720000267029	-1.5946479829521
4.0780000686646	-1.6040681234884
4.0840001106262	-1.6132919803875
4.0900001525879	-1.6222851647860
4.0960001945496	-1.6310199117191
4.1020002365112	-1.6394737638301
4.1079998016357	-1.6476335436007
4.1139998435974	-1.6554884615937
4.1199998855591	-1.6630432823877
4.1259999275208	-1.6703027357223
4.1319999694824	-1.6772870561858
4.1380000114441	-1.6840128823211
4.1440000534058	-1.6905117935809
4.1500000953674	-1.6968177111770
4.1560001373291	-1.7029641993719
4.1620001792908	-1.7089923252876
4.1680002212524	-1.7149413830700
4.1739997863770	-1.7208518229772
4.1799998283386	-1.7267610527818
4.1859998703003	-1.7327034093714
4.1919999122620	-1.7387126338794
4.1979999542236	-1.7448114108119
4.2039999961853	-1.7510199450488
4.2100000381470	-1.7573505316968
4.2160000801086	-1.7638096515871
4.2220001220703	-1.7703968994796
4.2280001640320	-1.7771006029152
4.2340002059937	-1.7839041372766
4.2399997711182	-1.7907858835248
4.2459998130798	-1.7977171527588
4.2519998550415	-1.8046619685372
4.2579998970032	-1.8115825299244
4.2639999389648	-1.8184389130636
4.2699999809265	-1.8251874689773
4.2760000228882	-1.8317868738887
4.2820000648499	-1.8381952589137
4.2880001068115	-1.8443737464864
4.2940001487732	-1.8502894055327
4.3000001907349	-1.8559112055420
4.3060002326965	-1.8612156376056
4.3119997978210	-1.8661872895092
4.3179998397827	-1.8708175643783
4.3239998817444	-1.8751021765257
4.3299999237061	-1.8790509049826
4.3359999656677	-1.8826743265858
4.3420000076294	-1.8859943400934
4.3480000495911	-1.8890373828762
4.3540000915527	-1.8918354256550
4.3600001335144	-1.8944256687574
4.3660001754761	-1.8968457632421
4.3720002174377	-1.8991380398704
4.3779997825623	-1.9013426581414
4.3839998245239	-1.9034988176596
4.3899998664856	-1.9056471449341
4.3959999084473	-1.9078192652023
4.4019999504089	-1.9100436291861
4.4079999923706	-1.9123447618611
4.4140000343323	-1.9147401011923
4.4200000762939	-1.9172376524480
4.4260001182556	-1.9198407235960
4.4320001602173	-1.9225432041174
4.4380002021790	-1.9253320228951
4.4439997673035	-1.9281872442421
4.4499998092651	-1.9310828959526
4.4559998512268	-1.9339862807242
4.4619998931885	-1.9368618795709
4.4679999351501	-1.9396694551747
4.4739999771118	-1.9423660869300
4.4800000190735	-1.9449098699782
4.4860000610352	-1.9472601009848
4.4920001029968	-1.9493749432759
4.4980001449585	-1.9512198413925
4.5040001869202	-1.9527650446353
4.5100002288818	-1.9539813615878
4.5159997940063	-1.9548528974642
4.5219998359680	-1.9553664839273
4.5279998779297	-1.9555195880658
4.5339999198914	-1.9553159172157
4.5399999618530	-1.9547668442449
4.5460000038147	-1.9538911083714
4.5520000457764	-1.9527157496264
4.5580000877380	-1.9512719480185
4.5640001296997	-1.9495941624431
4.5700001716614	-1.9477233062605
4.5760002136230	-1.9457018607431
4.5819997787476	-1.9435715361840
4.5879998207092	-1.9413733579939
4.5939998626709	-1.9391477831903
4.5999999046326	-1.9369307917847
4.6059999465942	-1.9347546432327
4.6119999885559	-1.9326453521868
4.6180000305176	-1.9306215324327
4.6240000724792	-1.9286961433134
4.6300001144409	-1.9268740069228
4.6360001564026	-1.9251502936437
4.6420001983643	-1.9235157639872
4.6479997634888	-1.9219501015134
4.6539998054504	-1.9204296271189
4.6599998474121	-1.9189228093682
4.6659998893738	-1.9173921744318
4.6719999313354	-1.9157989540389
4.6779999732971	-1.9140996321421
4.6840000152588	-1.9122524918136
4.6900000572205	-1.9102126521231
4.6960000991821	-1.9079410424183
4.7020001411438	-1.9053974635610
4.7080001831055	-1.9025521493194
4.7140002250671	-1.8993773974101
4.7199997901917	-1.8958534995510
4.7259998321533	-1.8919663834833
4.7319998741150	-1.8877146688703
4.7379999160767	-1.8831007225794
4.7439999580383	-1.8781363538711
4.7500000000000	-1.8728424252022
4.7560000419617	-1.8672467936849
4.7620000839233	-1.8613811170162
4.7680001258850	-1.8552859733107
4.7740001678467	-1.8490007797696
4.7800002098083	-1.8425749085065
4.7859997749329	-1.8360519571363
4.7919998168945	-1.8294778990885
4.7979998588562	-1.8228990141475
4.8039999008179	-1.8163523267964
4.8099999427795	-1.8098767848974
4.8159999847412	-1.8035014832339
4.8220000267029	-1.7972501774756
4.8280000686646	-1.7911378998912
4.8340001106262	-1.7851722347429
4.8400001525879	-1.7793528187426
4.8460001945496	-1.7736715951901
4.8520002365112	-1.7681108684888
4.8579998016357	-1.7626445817944
4.8639998435974	-1.7572430535182
4.8699998855591	-1.7518689974134
4.8759999275208	-1.7464831406547
4.8819999694824	-1.7410383737513
4.8880000114441	-1.7354923860400
4.8940000534058	-1.7297973340045
4.9000000953674	-1.7239120395883
4.9060001373291	-1.7177954442293
4.9120001792908	-1.7114129798257
4.9180002212524	-1.7047347333623
4.9239997863770	-1.6977399018496
4.9299998283386	-1.6904139419469
4.9359998703003	-1.6827499372487
4.9419999122620	-1.6747524805699
4.9479999542236	-1.6664348366626
4.9539999961853	-1.6578146906192
4.9600000381470	-1.6489210901535
4.9660000801086	-1.6397896485615
4.9720001220703	-1.6304612944384
4.9780001640320	-1.6209805011421
4.9840002059937	-1.6113952250385
4.9899997711182	-1.6017561146289
4.9959998130798	-1.5921121110230
5.0019998550415	-1.5825106376774
5.0079998970032	-1.5729945754218
5.0139999389648	-1.5636056011270
5.0199999809265	-1.5543758647847
5.0260000228882	-1.5453312826487
5.0320000648499	-1.5364882678203
5.0380001068115	-1.5278576696926
5.0440001487732	-1.5194394251770
5.0500001907349	-1.5112234771848
5.0560002326965	-1.5031919400110
5.0619997978210	-1.4953195631100
5.0679998397827	-1.4875719909793
5.0739998817444	-1.4799093829246
5.0799999237061	-1.4722872629140
5.0859999656677	-1.4646592383370
5.0920000076294	-1.4569734244083
5.0980000495911	-1.4491816695303
5.1040000915527	-1.4412371458217
5.1100001335144	-1.4330928886897
5.1160001754761	-1.4247130361980
5.1220002174377	-1.4160645967394
5.1279997825623	-1.4071203535072
5.1339998245239	-1.3978652605559
5.1399998664856	-1.3882941675581
5.1459999084473	-1.3784086788878
5.1519999504089	-1.3682199039323
5.1579999923706	-1.3577518889651
5.1640000343323	-1.3470355891497
5.1700000762939	-1.3361083674296
5.1760001182556	-1.3250147802292
5.1820001602173	-1.3138039844416
5.1880002021790	-1.3025313511544
5.1939997673035	-1.2912523962211
5.1999998092651	-1.2800195472760
5.2059998512268	-1.2688888729004
5.2119998931885	-1.2579100064045
5.2179999351501	-1.2471253146678
5.2239999771118	-1.2365754086587
5.2300000190735	-1.2262891022352
5.2360000610352	-1.2162879816262
5.2420001029968	-1.2065829901805
5.2480001449585	-1.1971748219971
5.2540001869202	-1.1880550185693
5.2600002288818	-1.1792065162338
5.2659997940063	-1.1706009401351
5.2719998359680	-1.1622007423041
5.2779998779297	-1.1539639293195
5.2839999198914	-1.1458410797426
5.2899999618530	-1.1377814932558
5.2960000038147	-1.1297282374047
5.3020000457764	-1.1216274076617
5.3080000877380	-1.1134275083812
5.3140001296997	-1.1050792080327
5.3200001716614	-1.0965382690182
5.3260002136230	-1.0877681309436
5.3319997787476	-1.0787409625247
5.3379998207092	-1.0694395104927
5.3439998626709	-1.0598547937838
5.3499999046326	-1.0499901764440
5.3559999465942	-1.0398600200565
5.3619999885559	-1.0294856496029
5.3680000305176	-1.0189036377726
5.3740000724792	-1.0081555543224
5.3800001144409	-0.99729148770047
5.3860001564026	-0.98636501184554
5.3920001983643	-0.97543843879731
5.3979997634888	-0.96457167640321
5.4039998054504	-0.95382685536170
5.4099998474121	-0.94326336101033
5.4159998893738	-0.93293683068050
5.4219999313354	-0.92289710042252
5.4279999732971	-0.91318703335466
5.4340000152588	-0.90383838872710
5.4400000572205	-0.89487470494805
5.4460000991821	-0.88630841856084
5.4520001411438	-0.87813981333174
5.4580001831055	-0.87035863904740
5.4640002250671	-0.86294291372717
5.4699997901917	-0.85585964380656
5.4759998321533	-0.84906766614966
5.4819998741150	-0.84251765181460
5.4879999160767	-0.83615250685831
5.4939999580383	-0.82991144523344
5.5000000000000	-0.82373182370176
5.5060000419617	-0.81755290842451
5.5120000839233	-0.81131047003949
5.5180001258850	-0.80494910723053
5.5240001678467	-0.79841958220431
5.5300002098083	-0.79167789286895
5.5359997749329	-0.78469143357870
5.5419998168945	-0.77743980364095
5.5479998588562	-0.76991091304903
5.5539999008179	-0.76210968885703
5.5599999427795	-0.75404904134596
5.5659999847412	-0.74575523577560
5.5720000267029	-0.73726621418498
5.5780000686646	-0.72863059377597
5.5840001106262	-0.71990316693724
5.5900001525879	-0.71114681375074
5.5960001945496	-0.70242857340413
5.6020002365112	-0.69381852663348
5.6079998016357	-0.68538580825335
5.6139998435974	-0.67719852131584
5.6199998855591	-0.66931855743380
5.6259999275208	-0.66180227063306
5.6319999694824	-0.65469751158566
5.6380000114441	-0.64804137014317
5.6440000534058	-0.64185778192990
5.6500000953674	-0.63616258665977
5.6560001373291	-0.63095404355265
5.6620001792908	-0.62622024305509
5.6680002212524	-0.62193482356378
5.6739997863770	-0.61805954688785
5.6799998283386	-0.61454758930695
5.6859998703003	-0.61134040095019
5.6919999122620	-0.60837387919700
5.6979999542236	-0.60557909946775
5.7039999961853	-0.60288347114249
5.7100000381470	-0.60021512440537
5.7160000801086	-0.59750465594029
5.7220001220703	-0.59468749055620
5.7280001640320	-0.59170680038849
5.7340002059937	-0.58851428172528
5.7399997711182	-0.58507276231155
5.7459998130798	-0.58136045081300
5.7519998550415	-0.57736433143037
5.7579998970032	-0.57308880881283
5.7639999389648	-0.56855244829175
5.7699999809265	-0.56378549889500
5.7760000228882	-0.55883334990174
5.7820000648499	-0.55374989045979
5.7880001068115	-0.54860293513192
5.7940001487732	-0.54346282694595
5.8000001907349	-0.53840857996256
5.8060002326965	-0.53352169945323
5.8119997978210	-0.52888059654210
5.8179998397827	-0.52456480285297
5.8239998817444	-0.52064542484455
5.8299999237061	-0.51718796891677
