#Parameters = {Gndy=18; Inset=2; L=4; L1=21.5; L2=11; L3=9; y_p=2; Mesh Pass=6}
#"Frequency / GHz"	"Gain (18) [Real Part]"
#-----------------------------------------
2.2040000000000	-2.7865513474529
2.2060000000000	-2.7176345867202
2.2080000000000	-2.6467237710798
2.2100000000000	-2.5753418359471
2.2120000000000	-2.5035718776975
2.2140000000000	-2.4301121171264
2.2160000000000	-2.3564495132428
2.2180000000000	-2.2827108395029
2.2200000000000	-2.2075475064112
2.2220000000000	-2.1324865314099
2.2240000000000	-2.0576084541274
2.2260000000000	-1.9815956176488
2.2280000000000	-1.9059366393511
2.2300000000000	-1.8307264457540
2.2320000000000	-1.7546192295332
2.2340000000000	-1.6791263701224
2.2360000000000	-1.6042926867717
2.2380000000000	-1.5287958553563
2.2400000000000	-1.4540989706351
2.2420000000000	-1.3802758556587
2.2440000000000	-1.3059504145630
2.2460000000000	-1.2326038852697
2.2480000000000	-1.1602683975132
2.2500000000000	-1.0875857301420
2.2520000000000	-1.0159913581351
2.2540000000000	-0.94552839936925
2.2560000000000	-0.87479435004803
2.2580000000000	-0.80523826820175
2.2600000000000	-0.73686497532605
2.2620000000000	-0.66828217130543
2.2640000000000	-0.60089835992926
2.2660000000000	-0.53473027688995
2.2680000000000	-0.46834970523235
2.2700000000000	-0.40318262268823
2.2720000000000	-0.33919632145491
2.2740000000000	-0.27498327920224
2.2760000000000	-0.21192689060423
2.2780000000000	-0.15002313924037
2.2800000000000	-0.087821329254133
2.2820000000000	-0.026737538405801
2.2840000000000	0.033276177212477
2.2860000000000	0.093640359076373
2.2880000000000	0.15297446750549
2.2900000000000	0.21130303828179
2.2920000000000	0.27007162197589
2.2940000000000	0.32786623049598
2.2960000000000	0.38473724354978
2.2980000000000	0.44210183764945
2.3000000000000	0.49856930437676
2.3020000000000	0.55414567969528
2.3040000000000	0.61027281852470
2.3060000000000	0.66553027740602
2.3080000000000	0.71993131640421
2.3100000000000	0.77489938777702
2.3120000000000	0.82898834595486
2.3140000000000	0.88221195893030
2.3160000000000	0.93597597096814
2.3180000000000	0.98882840268500
2.3200000000000	1.0407641224500
2.3220000000000	1.0931616039019
2.3240000000000	1.1445808887869
2.3260000000000	1.1949689717746
2.3280000000000	1.2457297063688
2.3300000000000	1.2953634425890
2.3320000000000	1.3438588611078
2.3340000000000	1.3925542070164
2.3360000000000	1.4399824097145
2.3380000000000	1.4860820110659
2.3400000000000	1.5322167013514
2.3420000000000	1.5768896945346
2.3440000000000	1.6200435015888
2.3460000000000	1.6630211782711
2.3480000000000	1.7043440442147
2.3500000000000	1.7439372814403
2.3520000000000	1.7831428668369
2.3540000000000	1.8204682054950
2.3560000000000	1.8558629653388
2.3580000000000	1.8906554303817
2.3600000000000	1.9233709568633
2.3620000000000	1.9539312022730
2.3640000000000	1.9837083096356
2.3660000000000	2.0112033959548
2.3680000000000	2.0363740722616
2.3700000000000	2.0605712989649
2.3720000000000	2.0823273517923
2.3740000000000	2.1015847539721
2.3760000000000	2.1197281552323
2.3780000000000	2.1352860301083
2.3800000000000	2.1482207213520
2.3820000000000	2.1599290223984
2.3840000000000	2.1689503726552
2.3860000000000	2.1752604125105
2.3880000000000	2.1802706006819
2.3900000000000	2.1825272233796
2.3920000000000	2.1820289702101
2.3940000000000	2.1801867578457
2.3960000000000	2.1755716946752
2.3980000000000	2.1682006095452
2.4000000000000	2.1594885236327
2.4020000000000	2.1480306399781
2.4040000000000	2.1338452161278
2.4060000000000	2.1183703656398
2.4080000000000	2.1002103737632
2.4099999999999	2.0793895114605
2.4120000000000	2.0573674325746
2.4139999999999	2.0327607895764
2.4160000000000	2.0056005877281
2.4179999999999	1.9773639700768
2.4200000000000	1.9466624737496
2.4219999999999	1.9135538946696
2.4240000000000	1.8795123009204
2.4259999999999	1.8431648358581
2.4280000000000	1.8045660784785
2.4299999999999	1.7652008971247
2.4320000000000	1.7237002204528
2.4339999999999	1.6801301523835
2.4360000000000	1.6359610581622
2.4379999999999	1.5898403689192
2.4400000000000	1.5418162164534
2.4419999999999	1.4933862526467
2.4440000000000	1.4431613506464
2.4459999999999	1.3912108193375
2.4480000000000	1.3390021107051
2.4499999999999	1.2851705289926
2.4520000000000	1.2297420772879
2.4539999999999	1.1742125334321
2.4559999999999	1.1171696681041
2.4580000000000	1.0586638958411
2.4599999999999	1.0001499704562
2.4620000000000	0.94021383814782
2.4639999999999	0.87887844423181
2.4660000000000	0.81760088088061
2.4679999999999	0.75494125804520
2.4700000000000	0.69091007722489
2.4719999999999	0.62694790129749
2.4740000000000	0.56160091605255
2.4759999999999	0.49486129882315
2.4780000000000	0.42814497013114
2.4799999999999	0.35998110869180
2.4820000000000	0.29035539447710
2.4839999999999	0.22066269957080
2.4860000000000	0.14942656766334
2.4879999999999	0.076611333118041
2.4900000000000	0.0036053156110219
2.4919999999999	-0.071097749586522
2.4940000000000	-0.14751917735217
2.4959999999999	-0.22431066462619
2.4980000000000	-0.30293718327038
2.4999999999999	-0.38348917947666
2.5019999999999	-0.46456504613031
2.5039999999999	-0.54768295110150
2.5059999999999	-0.63289056949141
2.5079999999999	-0.71882616230008
2.5099999999999	-0.80698205844466
2.5119999999999	-0.89742563597659
2.5139999999999	-0.98875980366995
2.5159999999999	-1.0825111277687
2.5179999999999	-1.1786944967374
2.5199999999999	-1.2759592462789
2.5219999999999	-1.3757679895645
2.5239999999999	-1.4781801047846
2.5259999999999	-1.5817832529445
2.5279999999999	-1.6880788305365
2.5299999999999	-1.7970610112086
2.5319999999999	-1.9073432901145
2.5339999999999	-2.0203722970855
2.5359999999999	-2.1361739556064
2.5379999999999	-2.2533002298074
2.5399999999999	-2.3732254026148
2.5419999999999	-2.4959030946177
2.5439999999999	-2.6199240642392
2.5459999999999	-2.7466781855428
2.5479999999999	-2.8761690392291
2.5499999999999	-3.0068927888816
2.5519999999999	-3.1402873874112
2.5539999999999	-3.2762677600403
2.5559999999999	-3.4133800621396
2.5579999999999	-3.5529665108634
2.5599999999999	-3.6949851463849
2.5619999999999	-3.8378901610076
2.5639999999999	-3.9830689977758
2.5659999999999	-4.1303964719633
2.5679999999999	-4.2783628378006
2.5699999999999	-4.4282663139676
2.5719999999999	-4.5800273873202
2.5739999999999	-4.7320430694547
2.5759999999999	-4.8856688079078
2.5779999999999	-5.0407163573351
2.5799999999999	-5.1956440309227
2.5819999999999	-5.3517204959183
2.5839999999999	-5.5088041219272
2.5859999999999	-5.6652731056501
2.5879999999999	-5.8224385024597
2.5899999999999	-5.9800883443178
2.5919999999999	-6.1366498035989
2.5939999999999	-6.2933630909537
2.5959999999999	-6.4500773740289
2.5979999999999	-6.6051463805709
2.5999999999999	-6.7598778436965
2.6019999999999	-6.9140495871132
2.6039999999999	-7.0660978467468
2.6059999999999	-7.2172595987839
2.6079999999999	-7.3674131483491
2.6099999999999	-7.5149099276313
2.6119999999999	-7.6610968469765
2.6139999999999	-7.8057913146224
2.6159999999999	-7.9474613617446
2.6179999999999	-8.0873868791696
2.6199999999999	-8.2255112608533
2.6219999999999	-8.3602457847538
2.6239999999999	-8.4929962296167
2.6259999999999	-8.6236565008079
2.6279999999999	-8.7507702454101
2.6299999999999	-8.8757116228619
2.6319999999999	-8.9984923922493
2.6339999999999	-9.1176328423995
2.6359999999999	-9.2346264570388
2.6379999999999	-9.3494631100415
2.6399999999999	-9.4607815358232
2.6419999999999	-9.5700623441251
2.6439999999999	-9.6774041961014
2.6459999999999	-9.7814379289950
2.6479999999999	-9.8837422380766
2.6499999999999	-9.9844133985987
2.6519999999999	-10.082182394322
2.6539999999999	-10.178595201987
2.6559999999999	-10.273860595616
2.6579999999999	-10.366664055694
2.6599999999999	-10.458681579481
2.6619999999999	-10.550068553990
2.6639999999999	-10.639612946587
2.6659999999999	-10.728940101073
2.6679999999999	-10.818288837621
2.6699999999999	-10.906392307126
2.6719999999999	-10.994971885587
2.6739999999999	-11.084219080803
2.6759999999999	-11.172926250431
2.6779999999999	-11.262765614502
2.6799999999999	-11.353997554813
2.6819999999999	-11.445345378034
2.6839999999999	-11.538559086161
2.6859999999999	-11.633805841571
2.6879999999999	-11.728487331389
2.6899999999999	-11.825161900157
2.6919999999999	-11.924506587405
2.6939999999999	-12.025271966163
2.6959999999999	-12.129145640732
2.6979999999999	-12.236307023213
2.6999999999999	-12.345536582500
2.7019999999999	-12.458442934701
2.7039999999999	-12.575261964298
2.7059999999999	-12.694685678193
2.7079999999999	-12.818376173038
2.7099999999999	-12.946474692657
2.7119999999999	-13.077730372047
2.7139999999999	-13.213719692080
2.7159999999999	-13.354618114283
2.7179999999999	-13.499100314814
2.7199999999999	-13.648780268133
2.7219999999999	-13.803756100844
2.7239999999999	-13.962720713786
2.7259999999999	-14.123251857260
2.7279999999999	-14.289255608140
2.7299999999999	-14.459405981646
2.7319999999999	-14.635291806523
2.7339999999999	-14.816950500039
2.7359999999999	-15.003041254087
2.7379999999999	-15.195011803286
2.7399999999999	-15.392986150977
2.7419999999999	-15.592268567003
2.7439999999999	-15.793722581315
2.7459999999999	-16.000929389360
2.7479999999999	-16.212426570273
2.7499999999999	-16.429650580254
2.7519999999999	-16.650097660696
2.7539999999999	-16.866499100028
2.7559999999999	-17.087977838431
2.7579999999999	-17.314350420449
2.7599999999999	-17.544111430804
2.7619999999999	-17.763986692655
2.7639999999999	-17.987528929407
2.7659999999999	-18.213046007647
2.7679999999999	-18.441796873128
2.7699999999999	-18.658577850522
2.7719999999999	-18.872147401271
2.7739999999999	-19.086963688130
2.7759999999999	-19.302654735491
2.7779999999999	-19.413537974323
2.7799999999999	-19.494564711668
2.7819999999999	-19.570756076708
2.7839999999999	-19.640982225131
2.7859999999999	-19.706993721686
2.7879999999999	-19.769208391414
2.7899999999999	-19.826603994347
2.7919999999999	-19.881069641283
2.7939999999999	-19.928598340199
2.7959999999999	-19.964243891153
2.7979999999999	-19.998977055100
2.7999999999999	-20.033291202613
